sample_id,image_path,mask_path,boundary_path,category,e2e_group_id,slice_id
AMD (10).E2E_Image 22,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 22.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 22.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 22.csv,AMD Part1,AMD (10).E2E,Image 22
AMD (10).E2E_Image 23,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 23.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 23.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 23.csv,AMD Part1,AMD (10).E2E,Image 23
AMD (10).E2E_Image 24,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 24.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 24.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 24.csv,AMD Part1,AMD (10).E2E,Image 24
AMD (10).E2E_Image 25,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 25.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 25.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 25.csv,AMD Part1,AMD (10).E2E,Image 25
AMD (10).E2E_Image 3,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 3.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 3.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 3.csv,AMD Part1,AMD (10).E2E,Image 3
AMD (10).E2E_Image 4,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 4.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 4.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 4.csv,AMD Part1,AMD (10).E2E,Image 4
AMD (10).E2E_Image 5,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 5.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 5.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 5.csv,AMD Part1,AMD (10).E2E,Image 5
AMD (10).E2E_Image 6,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 6.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 6.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 6.csv,AMD Part1,AMD (10).E2E,Image 6
AMD (10).E2E_Image 7,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 7.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 7.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 7.csv,AMD Part1,AMD (10).E2E,Image 7
AMD (10).E2E_Image 8,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 8.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 8.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 8.csv,AMD Part1,AMD (10).E2E,Image 8
AMD (10).E2E_Image 9,Images/Images_Manual/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 9.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 9.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (10).E2E/2- 25- 2017 9- 27- 53 PM/Image 9.csv,AMD Part1,AMD (10).E2E,Image 9
AMD (2).E2E_Image 10,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 10.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 10.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 10.csv,AMD Part1,AMD (2).E2E,Image 10
AMD (2).E2E_Image 11,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 11.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 11.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 11.csv,AMD Part1,AMD (2).E2E,Image 11
AMD (2).E2E_Image 12,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 12.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 12.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 12.csv,AMD Part1,AMD (2).E2E,Image 12
AMD (2).E2E_Image 13,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 13.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 13.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 13.csv,AMD Part1,AMD (2).E2E,Image 13
AMD (2).E2E_Image 14,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 14.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 14.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 14.csv,AMD Part1,AMD (2).E2E,Image 14
AMD (2).E2E_Image 15,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 15.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 15.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 15.csv,AMD Part1,AMD (2).E2E,Image 15
AMD (2).E2E_Image 16,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 16.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 16.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 16.csv,AMD Part1,AMD (2).E2E,Image 16
AMD (2).E2E_Image 17,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 17.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 17.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 17.csv,AMD Part1,AMD (2).E2E,Image 17
AMD (2).E2E_Image 18,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 18.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 18.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 18.csv,AMD Part1,AMD (2).E2E,Image 18
AMD (2).E2E_Image 19,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 19.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 19.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 19.csv,AMD Part1,AMD (2).E2E,Image 19
AMD (2).E2E_Image 2,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 2.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 2.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 2.csv,AMD Part1,AMD (2).E2E,Image 2
AMD (2).E2E_Image 20,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 20.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 20.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 20.csv,AMD Part1,AMD (2).E2E,Image 20
AMD (2).E2E_Image 21,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 21.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 21.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 21.csv,AMD Part1,AMD (2).E2E,Image 21
AMD (2).E2E_Image 22,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 22.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 22.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 22.csv,AMD Part1,AMD (2).E2E,Image 22
AMD (2).E2E_Image 23,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 23.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 23.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 23.csv,AMD Part1,AMD (2).E2E,Image 23
AMD (2).E2E_Image 24,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 24.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 24.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 24.csv,AMD Part1,AMD (2).E2E,Image 24
AMD (2).E2E_Image 25,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 25.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 25.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 25.csv,AMD Part1,AMD (2).E2E,Image 25
AMD (2).E2E_Image 3,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 3.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 3.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 3.csv,AMD Part1,AMD (2).E2E,Image 3
AMD (2).E2E_Image 4,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 4.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 4.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 4.csv,AMD Part1,AMD (2).E2E,Image 4
AMD (2).E2E_Image 5,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 5.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 5.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 5.csv,AMD Part1,AMD (2).E2E,Image 5
AMD (2).E2E_Image 6,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 6.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 6.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 6.csv,AMD Part1,AMD (2).E2E,Image 6
AMD (2).E2E_Image 7,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 7.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 7.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 7.csv,AMD Part1,AMD (2).E2E,Image 7
AMD (2).E2E_Image 8,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 8.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 8.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 8.csv,AMD Part1,AMD (2).E2E,Image 8
AMD (2).E2E_Image 9,Images/Images_Manual/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 9.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 9.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (2).E2E/2- 25- 2017 9- 12- 39 PM/Image 9.csv,AMD Part1,AMD (2).E2E,Image 9
AMD (21).E2E_Image 1,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 1.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 1.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 1.csv,AMD Part1,AMD (21).E2E,Image 1
AMD (21).E2E_Image 10,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 10.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 10.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 10.csv,AMD Part1,AMD (21).E2E,Image 10
AMD (21).E2E_Image 11,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 11.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 11.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 11.csv,AMD Part1,AMD (21).E2E,Image 11
AMD (21).E2E_Image 12,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 12.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 12.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 12.csv,AMD Part1,AMD (21).E2E,Image 12
AMD (21).E2E_Image 13,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 13.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 13.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 13.csv,AMD Part1,AMD (21).E2E,Image 13
AMD (21).E2E_Image 14,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 14.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 14.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 14.csv,AMD Part1,AMD (21).E2E,Image 14
AMD (21).E2E_Image 15,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 15.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 15.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 15.csv,AMD Part1,AMD (21).E2E,Image 15
AMD (21).E2E_Image 16,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 16.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 16.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 16.csv,AMD Part1,AMD (21).E2E,Image 16
AMD (21).E2E_Image 17,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 17.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 17.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 17.csv,AMD Part1,AMD (21).E2E,Image 17
AMD (21).E2E_Image 18,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 18.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 18.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 18.csv,AMD Part1,AMD (21).E2E,Image 18
AMD (21).E2E_Image 19,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 19.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 19.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 19.csv,AMD Part1,AMD (21).E2E,Image 19
AMD (21).E2E_Image 2,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 2.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 2.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 2.csv,AMD Part1,AMD (21).E2E,Image 2
AMD (21).E2E_Image 20,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 20.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 20.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 20.csv,AMD Part1,AMD (21).E2E,Image 20
AMD (21).E2E_Image 21,Images/Images_Manual/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 21.png,Masks/Masks_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 21.png,Boundaries/Boundaries_Manual/Grading_1/AMD Part1/AMD (21).E2E/2- 25- 2017 5- 10- 29 PM/Image 21.csv,AMD Part1,AMD (21).E2E,Image 21
